start station name,tripduration,start station id,start station latitude,start station longitude,end station id,end station latitude,end station longitude,bikeid,birth year,gender,Month,Year
McGinley Square,426.2185145317546,3194.0,40.72533992535573,-74.06762212514876,3276.260495156082,40.72719260328068,-74.06332019671905,28403.805166846072,1983.6060279870828,1.1733046286329387,September,2019
Monmouth and 6th,453.0063492063492,3278.0,40.725685483629775,-74.0487903356552,3268.4761904761904,40.72137662868568,-74.04272930809303,28576.850793650792,1982.9619047619049,1.3322751322751323,September,2019
Montgomery St,561.3542074363992,3483.0,40.719420000000106,-74.05099000000027,3276.59686888454,40.721082764480194,-74.04340231991237,28479.92563600783,1980.6203522504893,1.1839530332681019,September,2019
Morris Canal,791.7607413647852,3267.0,40.71241882375747,-74.03852552175522,3412.3159224936817,40.7183979512163,-74.03768836786152,28607.006739679866,1979.4422914911543,1.1044650379106993,September,2019
Newark Ave,795.4586956521739,3211.0,40.72152515000038,-74.04630454299792,3300.0702898550726,40.72230604691533,-74.04493184614924,28556.681159420288,1981.3398550724637,1.1442028985507247,September,2019
Newport PATH,1391.210620258813,3202.0,40.72722349999855,-74.03375890000098,3374.7112896028557,40.72298260872358,-74.04007681044804,28550.53235162874,1983.2516733601071,1.1356537260151718,September,2019
Newport Pkwy,1018.6914893617021,3199.0,40.728744799999205,-74.03210820000075,3328.5086436170213,40.72349656965655,-74.03922486021449,28561.563164893618,1982.843085106383,1.1735372340425532,September,2019
Oakland Ave,1071.6901960784314,3207.0,40.73760369999973,-74.05247830000006,3395.221568627451,40.730529278551565,-74.05453157356763,28485.894117647058,1983.3431372549019,1.1058823529411765,September,2019
Paulus Hook,704.2960784313725,3184.0,40.714145400000575,-74.03355189999905,3320.6892156862746,40.71935819638768,-74.04229684739919,28471.337254901962,1978.605882352941,1.084313725490196,September,2019
Pershing Field,1399.169776119403,3210.0,40.74267714099949,-74.05178863300033,3352.5466417910447,40.73048147409361,-74.05420508966526,28492.805970149253,1982.811567164179,1.0895522388059702,September,2019
Riverview Park,982.574144486692,3196.0,40.74431870000012,-74.04399090000007,3230.574144486692,40.73034351503686,-74.04430715604789,28528.77566539924,1980.8136882129277,1.1634980988593155,September,2019
Sip Ave,604.9113987058238,3195.0,40.73089709786262,-74.06391263008119,3352.1881533101046,40.72549824973372,-74.06471059964088,28489.536087605775,1981.720756595321,1.120955699352912,September,2019
Union St,1316.796052631579,3191.0,40.718211299999915,-74.08363939999985,3283.6447368421054,40.726659546793485,-74.06242717514787,28428.17105263158,1980.7302631578948,1.0921052631578947,September,2019
Van Vorst Park,707.0542056074767,3213.0,40.718488919999814,-74.04772662500018,3289.558878504673,40.719870693569575,-74.04474989480933,28584.92803738318,1980.063551401869,1.1542056074766356,September,2019
Warren St,1417.8188126445643,3187.0,40.721123600000254,-74.03805094999933,3342.538936006168,40.72084036948092,-74.04048980615552,28615.845797995375,1981.2976098689282,1.1734772552043176,September,2019
Washington St,701.3391977480647,3638.0,40.72429410000037,-74.03548259999774,3326.061224489796,40.72224706071394,-74.03894689070687,28490.408163265307,1981.1597466572837,1.1104855735397607,September,2019
York St,669.4201312910285,3481.0,40.716490000000114,-74.04104999999983,3371.7636761487965,40.719513497112835,-74.04115907126581,28603.271334792124,1979.8927789934355,1.1531728665207877,September,2019
5 Corners Library,603.0684410646388,3220.0,40.73496102000953,-74.05950307846071,3268.5019011406844,40.73400524619687,-74.05095864454594,28362.532319391634,1983.2205323193916,1.0760456273764258,October,2019
Astor Place,727.5089285714286,3280.0,40.71928220070721,-74.07126188278198,3280.342261904762,40.72850120600334,-74.06009994817637,28451.029761904763,1980.9464285714287,1.2589285714285714,October,2019
Baldwin at Montgomery,609.7282051282051,3225.0,40.72365890000026,-74.0641943000002,3305.4,40.72221145551774,-74.04780279974305,28528.466666666667,1983.1076923076923,1.041025641025641,October,2019
Bergen Ave,474.6302521008403,3679.0,40.7221037866858,-74.07145500183104,3242.0588235294117,40.72948136635167,-74.06208504141534,28314.40056022409,1981.857142857143,1.1540616246498598,October,2019
Brunswick & 6th,599.1722532588454,3269.0,40.7260117296464,-74.0503889322281,3241.2569832402237,40.72057976664736,-74.04300467433309,28536.516759776536,1981.8938547486034,1.297951582867784,October,2019
Brunswick St,420.8385650224215,3209.0,40.72417649999989,-74.05065640000097,3270.9405829596412,40.721004826113095,-74.04231103845437,28656.22533632287,1983.145739910314,1.2208520179372198,October,2019
Christ Hospital,577.44921875,3212.0,40.73478581800008,-74.05044363600007,3307.4765625,40.72878412475722,-74.04963807537075,28579.76953125,1984.86328125,1.31640625,October,2019
City Hall,545.3444676409185,3185.0,40.71773250000054,-74.04384499999958,3335.623173277662,40.71930202359361,-74.04525714541663,28383.441544885176,1981.2463465553235,1.1951983298538622,October,2019
Columbus Dr at Exchange Pl,551.5300245098039,3792.0,40.716869999998444,-74.03281000000123,3330.237132352941,40.71924139407669,-74.04116484072362,28525.639093137255,1981.2855392156862,1.1323529411764706,October,2019
Columbus Drive,429.1713014460512,3275.0,40.71835519823148,-74.03891444206238,3359.5228031145716,40.72116186466166,-74.03964288237124,28470.144605116795,1982.0,1.1612903225806452,October,2019
Communipaw & Berry Lane,1021.1138613861386,3277.0,40.7143583687041,-74.06661093235016,3302.3267326732675,40.71988944316786,-74.04767047933454,28365.544554455446,1984.2425742574258,1.2574257425742574,October,2019
Dey St,603.6716417910447,3201.0,40.73771100000005,-74.066921,3451.5223880597014,40.731732802123815,-74.05821120038308,28415.97014925373,1978.2537313432836,1.164179104477612,October,2019
Dixon Mills,335.33472222222224,3279.0,40.72163014263807,-74.04996782541275,3277.9583333333335,40.71998921754353,-74.04253665888369,28577.441666666666,1981.0861111111112,1.1805555555555556,October,2019
Essex Light Rail,509.90819672131147,3214.0,40.7127742000002,-74.03648570000021,3358.1721311475408,40.718961765604156,-74.04077119007509,28439.94262295082,1982.7426229508196,1.181967213114754,October,2019
Fairmount Ave,507.0130548302872,3678.0,40.72572613742534,-74.07195925712584,3244.968668407311,40.728845555154514,-74.06128909534014,28591.791122715404,1980.2689295039165,1.1357702349869452,October,2019
Glenwood Ave,713.6724890829694,3677.0,40.72755146730014,-74.07106071710588,3279.1310043668122,40.725701997379886,-74.05730250784443,28534.353711790394,1979.9563318777293,1.0786026200873362,October,2019
Grand St,645.6910197869101,3681.0,40.71517767732054,-74.03768330812454,3359.1887366818873,40.7194956252515,-74.0414468245711,28526.115677321155,1981.4231354642313,1.1613394216133943,October,2019
Grove St PATH,513.0365540829414,3186.0,40.71958611646789,-74.0431174635887,3284.539333048311,40.72122201207114,-74.04678363277358,28525.240273621206,1981.135955536554,1.215049166310389,October,2019
Hamilton Park,446.60043274432024,3203.0,40.72759596600055,-74.04424731099613,3262.6152181752614,40.721374801467945,-74.04173136275364,28499.173097728093,1980.8983050847457,1.271907681211684,October,2019
Harborside,496.7573264781491,3639.0,40.719251699999035,-74.03423400000166,3384.5974293059126,40.72174891592248,-74.03954735576268,28585.053984575836,1982.4159383033418,1.1434447300771209,October,2019
Heights Elevator,1089.7228070175438,3198.0,40.748715945380056,-74.04044330120088,3207.9543859649125,40.7318171984498,-74.04432801328366,28567.23859649123,1981.5649122807017,1.168421052631579,October,2019
Hilltop,778.1525423728814,3206.0,40.73116889999988,-74.05757359999957,3293.7754237288136,40.72577433957465,-74.04891632599704,28303.51694915254,1981.9618644067796,1.1864406779661016,October,2019
Hoboken Ave at Monmouth St,737.5117056856187,3791.0,40.73520838045381,-74.04696375131606,3335.886287625418,40.724311319155106,-74.04104590059683,28373.892976588628,1986.4515050167224,1.137123745819398,October,2019
JC Medical Center,756.5957120980092,3205.0,40.716539780991525,-74.0496379137039,3263.8177641653906,40.71935197247638,-74.04365302587422,28451.026033690658,1981.0137825421134,1.1271056661562022,October,2019
Jackson Square,1345.1134020618556,3694.0,40.71113000000005,-74.07890000000017,3428.3298969072166,40.721252867063676,-74.04765536622617,28254.41237113402,1979.5360824742268,0.865979381443299,October,2019
Jersey & 3rd,362.78688524590166,3272.0,40.72333158646489,-74.04595255851744,3276.8893442622953,40.72256005988673,-74.04380939525448,28453.313524590165,1979.5245901639344,1.2735655737704918,October,2019
Jersey & 6th St,345.11229946524065,3270.0,40.72528910781044,-74.04557168483734,3256.7197860962565,40.720443269018375,-74.04202495558403,28420.434224598932,1978.5016042780749,1.1978609625668448,October,2019
Journal Square,606.3974683544304,3640.0,40.73367000000057,-74.0625,3281.0569620253164,40.7339599886406,-74.05502406649549,28501.324050632913,1983.9569620253164,1.1721518987341772,October,2019
Lafayette Park,748.2606382978723,3268.0,40.71346382669215,-74.06285852193831,3254.970744680851,40.71835335852291,-74.04477326094793,28328.188829787236,1986.4840425531916,1.1941489361702127,October,2019
Leonard Gordon Park,791.88,3281.0,40.74590996631559,-74.05727148056029,3452.3142857142857,40.73192476679966,-74.0547683053564,28575.01714285714,1986.1314285714286,1.0857142857142856,October,2019
Liberty Light Rail,1035.7299168975069,3192.0,40.71124229999988,-74.0557012999998,3289.185595567867,40.71779833393066,-74.04407095648125,28501.0540166205,1981.4819944598337,1.146814404432133,October,2019
Lincoln Park,914.3969465648855,3193.0,40.72460509988689,-74.07840594649316,3316.0343511450383,40.72700203959329,-74.06117910235179,28549.18702290076,1983.7366412213742,1.1870229007633588,October,2019
Manila & 1st,464.06493506493507,3273.0,40.72165072488056,-74.04288411140442,3286.844155844156,40.72363313771,-74.04466634602632,28533.774025974028,1981.364935064935,1.2077922077922079,October,2019
Marin Light Rail,560.814121907061,3276.0,40.714584035360595,-74.04281705617905,3307.567290283645,40.71897852518388,-74.04158656953639,28468.28002414001,1983.4133977066988,1.2673506336753169,October,2019
McGinley Square,439.42494714587735,3194.0,40.72533992535569,-74.06762212514876,3298.890063424947,40.72745794216706,-74.06312689890885,28468.346723044397,1983.5042283298096,1.1744186046511629,October,2019
Monmouth and 6th,465.3222857142857,3278.0,40.72568548362972,-74.0487903356552,3268.958857142857,40.72116778379248,-74.04231168612978,28472.32,1983.1291428571428,1.3771428571428572,October,2019
Montgomery St,511.64596273291926,3483.0,40.719420000000035,-74.05099000000008,3285.8115942028985,40.72116362308575,-74.04433819786699,28403.443064182196,1980.1863354037266,1.2236024844720497,October,2019
Morris Canal,529.7895752895753,3267.0,40.712418823757446,-74.03852552175522,3439.9932432432433,40.71820871073618,-74.0371577034121,28387.45945945946,1979.4777992277993,1.192084942084942,October,2019
Newark Ave,542.1464646464647,3211.0,40.721525149999756,-74.04630454299974,3295.890909090909,40.72206379653638,-74.04512738815862,28475.09696969697,1981.0242424242424,1.1898989898989898,October,2019
Newport PATH,636.491935483871,3202.0,40.727223499998644,-74.03375889999809,3370.8738479262674,40.72318040693435,-74.03990044683616,28482.055875576036,1982.876728110599,1.180299539170507,October,2019
Newport Pkwy,716.4583723105707,3199.0,40.72874479999937,-74.03210820000066,3344.7932647333955,40.72325465988128,-74.03931400630555,28458.825070159026,1983.4275023386342,1.2188961646398504,October,2019
Oakland Ave,621.1156316916488,3207.0,40.73760369999976,-74.05247830000006,3429.002141327623,40.73035280841534,-74.05512969746519,28519.860813704498,1984.9914346895075,1.15203426124197,October,2019
Paulus Hook,588.7468827930174,3184.0,40.71414540000042,-74.0335519,3324.781795511222,40.7196195128556,-74.04196329651246,28542.88902743142,1979.1982543640897,1.0960099750623442,October,2019
Pershing Field,1109.5906040268455,3210.0,40.742677140999554,-74.05178863300077,3354.769574944072,40.73122311594925,-74.05486887819619,28555.863534675616,1983.9977628635347,1.109619686800895,October,2019
Riverview Park,908.1271186440678,3196.0,40.74431870000004,-74.0439908999999,3256.3177966101694,40.73135794292638,-74.04399375289047,28519.56779661017,1982.550847457627,1.1822033898305084,October,2019
Sip Ave,500.4149149149149,3195.0,40.73089709786262,-74.06391263008119,3350.531031031031,40.72536024584477,-74.06590496932978,28528.618118118116,1981.872872872873,1.1286286286286287,October,2019
Union St,1018.0824742268042,3191.0,40.71821129999992,-74.08363939999988,3257.4845360824743,40.72654256098097,-74.0593890395104,28335.309278350516,1980.8556701030927,1.1134020618556701,October,2019
Van Vorst Park,571.5212636695019,3213.0,40.718488919999814,-74.04772662500132,3280.989064398542,40.719761006957164,-74.04460004913491,28425.995139732684,1980.2089914945323,1.1506682867557716,October,2019
Warren St,505.25498699045966,3187.0,40.721123600000254,-74.0380509499998,3330.3512575888985,40.7213328484237,-74.04006580618088,28559.590633130963,1981.4492627927148,1.1595836947094535,October,2019
Washington St,927.3444347063979,3638.0,40.724294100000364,-74.035482599998,3324.862401402279,40.722360296737975,-74.03936558439874,28514.01139351446,1981.2059596844872,1.1086765994741454,October,2019
York St,458.295,3481.0,40.71649000000028,-74.04104999999983,3368.605,40.71978719323975,-74.04201657049721,28327.8425,1981.01,1.1325,October,2019
5 Corners Library,14336.651006711409,3220.0,40.734961020009614,-74.05950307846071,3261.5234899328857,40.73209839636692,-74.0514700657086,28501.040268456374,1984.8590604026845,1.221476510067114,November,2019
Astor Place,666.7933333333333,3280.0,40.7192822007072,-74.07126188278198,3244.55,40.72818325767057,-74.06119285428565,28949.926666666666,1981.2533333333333,1.2566666666666666,November,2019
Baldwin at Montgomery,567.5833333333334,3225.0,40.723658900000224,-74.06419429999991,3308.434027777778,40.72194885537991,-74.04739289198582,28429.809027777777,1983.9479166666667,1.0763888888888888,November,2019
Bergen Ave,532.7964912280702,3679.0,40.72210378668583,-74.07145500183104,3242.9824561403507,40.72917495219605,-74.06119357002906,28806.863157894735,1981.4771929824562,1.2105263157894737,November,2019
Brunswick & 6th,406.35616438356163,3269.0,40.7260117296464,-74.0503889322281,3239.9052511415525,40.72068581115954,-74.04285535586591,28542.41780821918,1982.1815068493152,1.3253424657534247,November,2019
Brunswick St,510.859375,3209.0,40.72417649999989,-74.05065640000025,3274.6024305555557,40.72103536249791,-74.04214357864916,28551.40451388889,1983.125,1.25,November,2019
Christ Hospital,558.9431818181819,3212.0,40.73478581800008,-74.05044363600017,3300.278409090909,40.729498224105285,-74.05218655492236,28332.25,1983.1420454545455,1.2954545454545454,November,2019
City Hall,461.44617563739376,3185.0,40.717732500000324,-74.04384500000013,3327.2606232294615,40.718326257622365,-74.04505228083333,28526.08073654391,1981.1345609065156,1.1628895184135977,November,2019
Columbus Dr at Exchange Pl,511.914858096828,3792.0,40.71686999999899,-74.03281000000014,3333.1961602671117,40.71876574439845,-74.04066621745979,28598.845575959935,1980.924040066778,1.1268781302170283,November,2019
Columbus Drive,1163.2480739599384,3275.0,40.71835519823177,-74.03891444206238,3358.0416024653314,40.72123713415773,-74.03902668682336,28584.93220338983,1980.8567026194146,1.2003081664098614,November,2019
Communipaw & Berry Lane,853.8118811881188,3277.0,40.71435836870431,-74.06661093235016,3283.1188118811883,40.71970391205583,-74.04718992083446,28247.158415841583,1984.3762376237623,1.2673267326732673,November,2019
Dey St,537.8974358974359,3201.0,40.73771100000006,-74.06692099999984,3428.008547008547,40.72993519900592,-74.0586461448745,28565.31623931624,1982.111111111111,1.1111111111111112,November,2019
Dixon Mills,275.0314960629921,3279.0,40.72163014263815,-74.04996782541275,3271.8248031496064,40.719583930805264,-74.04232280885701,28454.179133858266,1981.0570866141732,1.2165354330708662,November,2019
Essex Light Rail,468.50569476082006,3214.0,40.71277419999982,-74.03648569999946,3339.9202733485195,40.71917415479306,-74.04085187455216,28702.444191343962,1981.9749430523918,1.2027334851936218,November,2019
Fairmount Ave,450.56934306569343,3678.0,40.72572613742538,-74.07195925712584,3224.4379562043796,40.72923901816238,-74.06160327900287,28582.616788321167,1979.6240875912408,1.1167883211678833,November,2019
Glenwood Ave,668.045918367347,3677.0,40.72755146730014,-74.07106071710588,3268.1326530612246,40.72608201882123,-74.0577057831245,28697.852040816328,1975.6836734693877,1.0459183673469388,November,2019
Grand St,6539.113475177305,3681.0,40.715177677320426,-74.03768330812454,3330.368794326241,40.71977895480581,-74.04089355116407,28630.401891252954,1979.3096926713947,1.094562647754137,November,2019
Grove St PATH,409.1015058561071,3186.0,40.71958611646861,-74.0431174635887,3282.0658114891244,40.721415407727505,-74.04676561138925,28568.904350250978,1981.1709425543781,1.2150027886224206,November,2019
Hamilton Park,434.41782868525894,3203.0,40.72759596599934,-74.04424731099961,3261.687749003984,40.721362445965305,-74.0421390174191,28533.001494023905,1980.9696215139443,1.2918326693227091,November,2019
Harborside,404.1664438502674,3639.0,40.71925170000029,-74.03423400000202,3371.923128342246,40.72165951883512,-74.03982304122555,28619.550802139038,1982.10628342246,1.1697860962566844,November,2019
Heights Elevator,2938.191082802548,3198.0,40.7487159453803,-74.04044330120088,3247.751592356688,40.73379860294884,-74.04411241414454,28525.216560509554,1983.2038216560509,1.2101910828025477,November,2019
Hilltop,650.858064516129,3206.0,40.7311688999999,-74.0575735999998,3301.0709677419354,40.72661278676605,-74.04846948602045,28843.29677419355,1980.6451612903227,1.0516129032258064,November,2019
Hoboken Ave at Monmouth St,897.6935483870968,3791.0,40.73520838045352,-74.04696375131606,3286.8763440860216,40.725088708871404,-74.04138695466341,28630.58064516129,1986.52688172043,1.1344086021505377,November,2019
JC Medical Center,593.5687885010267,3205.0,40.7165397809916,-74.0496379137039,3255.5831622176593,40.71953867549706,-74.04383072642469,28427.48254620123,1982.024640657084,1.0965092402464065,November,2019
Jackson Square,1532.9278350515465,3694.0,40.71113000000005,-74.07890000000017,3366.494845360825,40.72280609930664,-74.04645896516502,28457.278350515466,1981.1855670103093,0.8144329896907216,November,2019
Jersey & 3rd,343.83667621776505,3272.0,40.72333158646482,-74.04595255851744,3270.2808022922636,40.722765286179474,-74.04393492465928,28588.56446991404,1980.2822349570201,1.2564469914040115,November,2019
Jersey & 6th St,354.40834575260806,3270.0,40.72528910781074,-74.04557168483734,3266.9910581222057,40.72037128020925,-74.04240324415564,28500.438152011924,1977.2503725782415,1.2384500745156484,November,2019
Journal Square,531.0383386581469,3640.0,40.73367000000034,-74.0625,3277.506389776358,40.73530025186482,-74.05581968151685,28485.09265175719,1983.5830670926518,1.1501597444089458,November,2019
Lafayette Park,616.4406779661017,3268.0,40.713463826691914,-74.06285852193831,3252.135593220339,40.718220743424006,-74.04434431780575,28553.521186440677,1986.7542372881355,1.194915254237288,November,2019
Leonard Gordon Park,1008.5263157894736,3281.0,40.74590996631559,-74.05727148056029,3468.5986842105262,40.730671307172635,-74.05388273707098,28196.940789473683,1983.5723684210527,0.9342105263157895,November,2019
Liberty Light Rail,840.1394495412844,3192.0,40.71124229999989,-74.0557012999998,3289.9064220183486,40.717734657247696,-74.04349475811603,28605.433027522937,1982.4238532110091,1.1064220183486237,November,2019
Lincoln Park,847.2044198895028,3193.0,40.72460509988675,-74.07840594649316,3265.475138121547,40.728603919235276,-74.06219758052399,29066.86740331492,1981.8453038674033,1.1104972375690607,November,2019
Manila & 1st,432.51214574898785,3273.0,40.72165072488013,-74.04288411140442,3294.983805668016,40.72352692382003,-74.04417921804415,28786.908906882592,1980.4473684210527,1.194331983805668,November,2019
Marin Light Rail,621.0681622088007,3276.0,40.71458403535984,-74.04281705617905,3301.2752372735117,40.71891888044163,-74.04164754862029,28633.032786885247,1983.3649698015531,1.2484900776531493,November,2019
McGinley Square,383.656652360515,3194.0,40.72533992535603,-74.06762212514876,3279.8097281831188,40.727848089096334,-74.06227515372849,28700.163090128757,1983.6423462088699,1.2031473533619457,November,2019
Monmouth and 6th,368.09580052493436,3278.0,40.725685483629604,-74.0487903356552,3254.799212598425,40.72140197530032,-74.0422150437754,28555.905511811023,1983.3057742782153,1.4330708661417322,November,2019
Montgomery St,453.1156462585034,3483.0,40.71941999999992,-74.0509899999998,3280.0850340136053,40.72065999722867,-74.04457821214245,28593.74149659864,1980.7074829931973,1.1734693877551021,November,2019
Morris Canal,442.08781869688386,3267.0,40.71241882375737,-74.03852552175522,3457.902266288952,40.71856975983782,-74.03701235142103,28650.949008498585,1978.0467422096317,1.2337110481586402,November,2019
Newark Ave,466.6311239193084,3211.0,40.72152514999939,-74.04630454300047,3279.233429394813,40.722550706529546,-74.04551564765713,28447.361671469742,1981.3904899135446,1.2291066282420748,November,2019
Newport PATH,473.26241134751774,3202.0,40.7272234999988,-74.03375889999838,3352.8132387706855,40.72324402589885,-74.03977212832484,28473.44523246651,1982.3900709219859,1.1993695823483057,November,2019
Newport Pkwy,732.0943661971831,3199.0,40.72874479999964,-74.03210820000052,3332.2084507042255,40.72288386070883,-74.03983421037546,28502.88309859155,1982.0535211267606,1.2154929577464788,November,2019
Oakland Ave,688.0899182561308,3207.0,40.73760369999984,-74.05247830000006,3425.991825613079,40.73055225846808,-74.05397545541763,28610.978201634876,1984.2942779291552,1.0871934604904632,November,2019
Paulus Hook,602.5846702317291,3184.0,40.714145400000106,-74.0335519,3321.7165775401068,40.719700502654774,-74.04169043150429,28551.75579322638,1979.2923351158645,1.1105169340463459,November,2019
Pershing Field,641.233983286908,3210.0,40.74267714099965,-74.0517886330006,3378.2451253481895,40.731208115402104,-74.05565809957736,28495.8356545961,1985.8412256267409,1.0891364902506964,November,2019
Riverview Park,2328.035294117647,3196.0,40.74431869999991,-74.04399089999981,3254.1941176470586,40.734547576100326,-74.04712339711345,28439.617647058825,1982.5647058823529,1.0647058823529412,November,2019
Sip Ave,452.92084592145017,3195.0,40.73089709786257,-74.06391263008119,3354.6978851963745,40.725246692255936,-74.06761868874398,28768.947432024168,1981.8851963746224,1.153474320241692,November,2019
Union St,1058.3483146067415,3191.0,40.71821129999992,-74.08363939999988,3243.370786516854,40.72885415376717,-74.0591559384431,28694.61797752809,1982.6067415730338,1.202247191011236,November,2019
Van Vorst Park,428.1790322580645,3213.0,40.71848891999982,-74.04772662500116,3281.0290322580645,40.71964483576912,-74.04369590446186,28626.540322580644,1980.3967741935485,1.1370967741935485,November,2019
Warren St,468.9294117647059,3187.0,40.72112360000024,-74.03805095000102,3328.1882352941175,40.72106931284437,-74.04019512809155,28470.90588235294,1980.9482352941177,1.1541176470588235,November,2019
Washington St,463.97588126159553,3638.0,40.72429410000032,-74.03548259999955,3322.469387755102,40.7224184593325,-74.03923052691876,28512.814471243044,1981.7866419294992,1.1725417439703154,November,2019
York St,493.6434108527132,3481.0,40.71649000000004,-74.04104999999984,3334.953488372093,40.719498552371,-74.04280890248795,28464.197674418603,1980.2596899224807,1.1589147286821706,November,2019
5 Corners Library,478.0729166666667,3220.0,40.73496102000947,-74.05950307846071,3244.7083333333335,40.73205726176832,-74.0535393102998,28377.09375,1981.53125,1.1458333333333333,December,2019
Astor Place,549.8549618320611,3280.0,40.71928220070718,-74.07126188278198,3231.1068702290077,40.72910327719847,-74.06298167264076,28672.477099236643,1979.9465648854962,1.183206106870229,December,2019
Baldwin at Montgomery,536.1497326203208,3225.0,40.72365890000014,-74.06419429999968,3286.513368983957,40.72249798748049,-74.04909875962714,28538.60962566845,1982.7326203208556,1.1336898395721926,December,2019
Bergen Ave,496.4697674418605,3679.0,40.72210378668587,-74.07145500183104,3232.4697674418603,40.729033589849585,-74.06202909386333,28377.841860465116,1982.6558139534884,1.1534883720930234,December,2019
Brunswick & 6th,430.22966507177034,3269.0,40.7260117296464,-74.0503889322281,3234.0111642743223,40.721007231323405,-74.0431856226483,28534.259968102073,1982.652312599681,1.3125996810207337,December,2019
Brunswick St,411.19955156950675,3209.0,40.72417649999989,-74.0506563999996,3258.715246636771,40.7213791444646,-74.04291768826681,28635.026905829596,1983.3811659192825,1.2085201793721974,December,2019
Christ Hospital,562.1869918699186,3212.0,40.73478581800007,-74.05044363599997,3292.910569105691,40.72756854586291,-74.04893827233121,28372.51219512195,1983.918699186992,1.1382113821138211,December,2019
City Hall,1239.5206611570247,3185.0,40.71773249999995,-74.04384500000013,3328.5185950413224,40.719015203494294,-74.04615408183346,28406.438016528926,1980.5289256198348,1.1363636363636365,December,2019
Columbus Dr at Exchange Pl,518.8386206896552,3792.0,40.71687000000018,-74.03280999999907,3343.500689655172,40.71845436938875,-74.03982380665731,28529.228965517243,1979.7241379310344,1.1048275862068966,December,2019
Columbus Drive,368.5995475113122,3275.0,40.71835519823227,-74.03891444206238,3370.2488687782807,40.72066637300761,-74.03847931172949,28583.62895927602,1982.0972850678734,1.2149321266968325,December,2019
Communipaw & Berry Lane,846.9166666666666,3277.0,40.71435836870431,-74.06661093235016,3285.2638888888887,40.71843224383707,-74.04667571039688,28426.708333333332,1983.9305555555557,1.1666666666666667,December,2019
Dey St,827.9629629629629,3201.0,40.737711000000004,-74.06692100000006,3466.259259259259,40.72757945118247,-74.05400922739035,28735.962962962964,1981.537037037037,1.037037037037037,December,2019
Dixon Mills,299.44730077120823,3279.0,40.72163014263823,-74.04996782541275,3260.974293059126,40.71993440275864,-74.04326102196627,28552.12853470437,1981.3676092544988,1.2262210796915167,December,2019
Essex Light Rail,467.4627450980392,3214.0,40.71277419999991,-74.03648570000007,3361.572549019608,40.71920969731895,-74.0399218308179,28532.631372549018,1980.7176470588236,1.2078431372549019,December,2019
Fairmount Ave,461.11415525114154,3678.0,40.725726137425426,-74.07195925712584,3243.200913242009,40.72916492645445,-74.06206808496655,28503.132420091326,1980.4794520547946,1.0547945205479452,December,2019
Glenwood Ave,633.1171875,3677.0,40.72755146730014,-74.07106071710588,3270.84375,40.72544215263541,-74.05835342753011,28668.984375,1977.1953125,1.0,December,2019
Grand St,482.82372881355934,3681.0,40.715177677320284,-74.03768330812454,3344.4406779661017,40.720418313477886,-74.03994426400361,28662.09152542373,1978.335593220339,1.0779661016949154,December,2019
Grove St PATH,360.177304964539,3186.0,40.719586116470445,-74.0431174635887,3282.1077127659573,40.72119194953002,-74.0469632257588,28506.162677304965,1980.7593085106382,1.2118794326241136,December,2019
Hamilton Park,436.96372549019605,3203.0,40.72759596599931,-74.04424731100114,3268.687254901961,40.7214964149187,-74.0425159705183,28521.716666666667,1981.120588235294,1.2754901960784313,December,2019
Harborside,402.66120906801007,3639.0,40.71925170000027,-74.03423399999923,3384.8992443324937,40.72170321345754,-74.03924700440452,28597.977329974812,1981.214105793451,1.1889168765743072,December,2019
Heights Elevator,788.9753086419753,3198.0,40.74871594538025,-74.04044330120088,3260.58024691358,40.73151803668164,-74.04535268883293,28286.506172839505,1982.1234567901236,1.2592592592592593,December,2019
Hilltop,653.9175257731958,3206.0,40.73116889999994,-74.05757360000005,3284.659793814433,40.726144924231725,-74.05075240130219,28492.463917525773,1979.8041237113403,1.0618556701030928,December,2019
Hoboken Ave at Monmouth St,2371.873786407767,3791.0,40.73520838045352,-74.04696375131606,3272.650485436893,40.72440716065689,-74.04137413513475,28309.242718446603,1985.9320388349515,1.0970873786407767,December,2019
JC Medical Center,522.3125,3205.0,40.716539780991816,-74.0496379137039,3265.815972222222,40.71959701524926,-74.04313499393041,28511.29513888889,1981.670138888889,1.1458333333333333,December,2019
Jackson Square,926.140625,3694.0,40.711130000000004,-74.07890000000005,3379.109375,40.72417467420405,-74.05081468141283,28415.609375,1984.921875,1.15625,December,2019
Jersey & 3rd,366.0194384449244,3272.0,40.723331586464695,-74.04595255851744,3279.5442764578834,40.722817131642174,-74.04404435211353,28497.574514038875,1980.2634989200865,1.1749460043196545,December,2019
Jersey & 6th St,356.162447257384,3270.0,40.725289107811186,-74.04557168483734,3269.0886075949365,40.72090042076135,-74.04189141957711,28558.943037974685,1978.1160337552742,1.261603375527426,December,2019
Journal Square,517.0688524590164,3640.0,40.73366999999976,-74.0625,3275.544262295082,40.73445481032668,-74.05671142946849,28578.980327868852,1983.2196721311475,1.1836065573770491,December,2019
Lafayette Park,584.6962962962963,3268.0,40.7134638266919,-74.06285852193831,3233.3185185185184,40.71797407214614,-74.04572633215683,28393.0,1987.525925925926,1.1333333333333333,December,2019
Leonard Gordon Park,790.5571428571428,3281.0,40.74590996631559,-74.05727148056029,3493.1,40.73188416826742,-74.05483870350157,28415.64285714286,1985.6142857142856,1.1714285714285715,December,2019
